row,sen_number,participant
839,2025SIR0016976,Adelanto ICE Processing Center (APC)
840,2025SIR0016929,ERO San Antonio
840,2025SIR0016929,ICE Health Service Corps (IHSC)
840,2025SIR0016929,South Texas ICE Processing Center (STIPC)
841,2025SIR0016755,ERO Detroit
841,2025SIR0016755,ICE Health Service Corps (IHSC)
841,2025SIR0016755,North Lake Correctional Center (NLCC)
842,2025SIR0016933,ERO San Antonio
842,2025SIR0016933,ICE Health Service Corps (IHSC)
842,2025SIR0016933,South Texas ICE Processing Center (STIPC)
843,2025SIR0012233,ERO Harlingen
843,2025SIR0012233,Port Isabel Detention Center (PIDC)
844,2025SIR0012239,ERO Harlingen
844,2025SIR0012239,Rio Grande Processing Center (RGPC)
845,2025SIR0012237,ERO Washington
845,2025SIR0012237,Farmville Detention Center (FDC)
846,2025SIR0017072,ERO El Paso
846,2025SIR0017072,ICE Health Service Corps (IHSC)
846,2025SIR0017072,El Paso Processing Center (EPC)
847,2025SIR0017047,ERO Miami
847,2025SIR0017047,Krome Service Processing Center (KSPC)
848,2025SIR0012273,ERO Dallas
848,2025SIR0012273,Bluebonnet Detention Center (BBDC)
849,2025SIR0017062,ERO Phoenix
849,2025SIR0017062,Eloy Detention Center (EDC)
850,2025SIR0012289,ERO Saint Paul
850,2025SIR0012289,Kandiyohi County Jail (KCJ)
851,2025SIRO012288,ERO Philadelphia
851,2025SIRO012288,Pike County Correctional Facility (PCCF)
852,2025SIR0017095,ERO San Antonio
852,2025SIR0017095,ICE Health Service Corps (IHSC)
852,2025SIR0017095,South Texas ICE Processing Center (STIPC)
853,2025SIR0012284,ERO Washington
853,2025SIR0012284,Farmville Detention Center (FDC)
854,2025SIR0016596,ERO Baltimore
855,2025SIR0017185,ERO Miami
855,2025SIR0017185,ICE Health Service Corps (IHSC)
855,2025SIR0017185,Krome Service Processing Center (KSPC)
856,2025SIR0017203,ERO Seattle
856,2025SIR0017203,Northwest ICE Processing Center (NWPIC)
857,2025SIR0017205,ERO Seattle
857,2025SIR0017205,Northwest ICE Processing Center (NWPIC)
858,2025SIR0012380,ERO Philadelphia
858,2025SIR0012380,Moshannon Valley Processing Center (MVPC)
859,2025SIR0012450,ERO Seattle
859,2025SIR0012450,ICE Health Service Corps (IHSC)
859,2025SIR0012450,Northwest ICE Processing Center (NWPIC)
860,2025SIR0017208,ERO Harlingen
860,2025SIR0017208,ICE Health Service Corps (IHSC)
860,2025SIR0017208,Port Isabel Detention Center (PIDC)
861,2025SIR0017263/2025SIR0017251,ERO Detroit
861,2025SIR0017263/2025SIR0017251,Calhoun County Jail (CCJ)
862,2025SIR0017273,ERO Harlingen
862,2025SIR0017273,ERO Laredo
862,2025SIR0017273,Webb County Detention (WCDC)
863,2025SIR0012539,ERO Atlanta
863,2025SIR0012539,Folkston ICE Processing Center (FDRIPC)
864,2025SIR0017346/2025SIR0017349,ERO Los Angeles
864,2025SIR0017346/2025SIR0017349,ERO Adelanto
864,2025SIR0017346/2025SIR0017349,Adelanto ICE Processing Center (APC)
865,2025SIR0017333,ERO New Orleans
865,2025SIR0017333,Pine Prairie ICE Processing Center (PPC)
866,2025SIR0012390,ERO Dallas
866,2025SIR0012390,Prairieland Detention Center (PDC)
867,2025SIR0012501,ERO Seattle
867,2025SIR0012501,ICE Health Service Corps (IHSC)
867,2025SIR0012501,Northwest ICE Processing Center (NWPIC)
868,2025SIR0017404,ERO San Antonio
868,2025SIR0017404,ICE Health Service Corps (IHSC)
868,2025SIR0017404,South Texas ICE Processing Center (STIPC)
869,2025SIR0012561,ERO San Antonio
869,2025SIR0012561,ICE Health Service Corps (IHSC)
869,2025SIR0012561,South Texas ICE Processing Center (STIPC)
870,2025SIR0017496,ERO San Antonio
870,2025SIR0017496,ICE Health Service Corps (IHSC)
870,2025SIR0017496,South Texas ICE Processing Center (STIPC)
871,2025SIR0012652,ERO El Paso
871,2025SIR0012652,ICE Health Service Corps (IHSC)
871,2025SIR0012652,El Paso Processing Center (EPC)
872,2025SIR0017510,ERO Houston
872,2025SIR0017510,Joe Corley Processing Center (JCPC)
873,2025SIR0017508,ERO Philadelphia
873,2025SIR0017508,ERO Pittsburgh Field Office Processing (EPFOP)
874,2025SIR0017225,ERO Seattle
874,2025SIR0017225,ERO Seattle Processing (ESP)
875,2025SIR0017626,ERO Los Angeles
875,2025SIR0017626,Desert View Facility (DVF)
876,2025SIR0017352,ERO Los Angeles
876,2025SIR0017352,Adelanto ICE Processing Center (APC)
877,2025SIR0017634,ERO Phoenix
877,2025SIR0017634,ICE Health Service Corps (IHSC)
877,2025SIR0017634,Eloy Detention Center (EDC)
877,2025SIR0017634,Eloy Police Department (EPD)
878,2025SIR0017685,ERO El Paso
878,2025SIR0017685,Camp East Montana (CEM)
879,2025SIR0012720,ERO Washington D.C.
879,2025SIR0012720,Farmville Detention Center (FDC)
880,2025SIR0017718,ERO Miami
880,2025SIR0017718,ICE Health Service Corps (IHSC)
880,2025SIR0017718,Krome Service Processing Center (KSPC)
881,2025SIR0017706,ERO Phoenix
881,2025SIR0017706,Central Arizona Florence Correctional Complex (CAFCC)
881,2025SIR0017706,Florence Police Department (FPD)
882,2025SIR0012732,ERO San Antonio
882,2025SIR0012732,T. Don Hutto Detention Center (TDHDC)
883,2025SIR0012766,ERO Phoenix
883,2025SIR0012766,ICE Health Service Corps (IHSC)
883,2025SIR0012766,Eloy Detention Center (EDC)
884,2025SIR0017745,ERO Denver
884,2025SIR0017745,Denver Contract Detention Facility (DCDF)
885,2025SIR0017771,ERO Phoenix
885,2025SIR0017771,Central Arizona Florence Correctional Complex (CAFCC)
886,2025SIR0012841,ERO El Paso
886,2025SIR0012841,ICE Health Service Corps (IHSC)
886,2025SIR0012841,Torrance County Detention Facility (TCDF)
887,2025SIR0012909,ERO Harlingen
887,2025SIR0012909,El Valle Detention Facility (EVDF)
888,2025SIR0012888/2025SIR0012910,ERO Harlingen
888,2025SIR0012888/2025SIR0012910,ICE Health Service Corps (IHSC)
888,2025SIR0012888/2025SIR0012910,Port Isabel Detention Center (PIDC)
889,2025SIR0012871,ERO Miami
889,2025SIR0012871,ICE Health Service Corps (IHSC)
889,2025SIR0012871,Krome Service Processing Center (KSPC)
890,2025SIR0012970,ERO Atlanta
890,2025SIR0012970,Folkston ICE Processing Center (FDRIPC)
891,2025SIR0012949,ERO Detroit
891,2025SIR0012949,Calhoun County Jail (CCJ)
892,2025SIR0012945,ERO Harlingen
892,2025SIR0012945,El Valle Detention Facility (EVDF)
893,2025SIR0012979,ERO Harlingen
893,2025SIR0012979,ICE Health Service Corps (IHSC)
893,2025SIR0012979,Port Isabel Detention Center (PIDC)
894,2025SIR0012954,ERO Houston
894,2025SIR0012954,Montgomery Processing Center (MPC)
894,2025SIR0012954,ICE Health Service Corps (IHSC)
895,2025SIR0012982,ERO Dallas
895,2025SIR0012982,Prairieland Detention Center (PDC)
896,2025SIR0013013,ERO Miami
896,2025SIR0013013,ICE Health Service Corps (IHSC)
896,2025SIR0013013,Krome Service Processing Center (KSPC)
897,2025SIR0013005,ERO Miami
897,2025SIR0013005,ICE Health Service Corps (IHSC)
897,2025SIR0013005,Baker County Detention Center (BCDC)
898,2025SIR0013022,ERO Atlanta
898,2025SIR0013022,Folkston ICE Processing Center (FDRIPC)
899,2025SIR0013048,ERO Harlingen
899,2025SIR0013048,Port Isabel Detention Center (PIDC)
900,2025SIR0013061,ERO Phoenix
900,2025SIR0013061,Central Arizona Florence Correctional Complex (CAFCC)
901,2025SIR0013085,ERO Los Angeles
901,2025SIR0013085,Adelanto ICE Processing Center (APC)
902,2025SIR0013081,ERO Miami
902,2025SIR0013081,ICE Health Service Corps (IHSC)
902,2025SIR0013081,Krome Service Processing Center (KSPC)
903,2025SIR0013135,ERO Philadelphia
903,2025SIR0013135,Pike County Correctional Facility (PCCF)
904,2025SIR0013212,ERO El Paso
904,2025SIR0013212,ICE Health Service Corps (IHSC)
904,2025SIR0013212,Torrance County Detention Facility (TCDF)
905,2025SIR0017837,ERO Harlingen
905,2025SIR0017837,Webb County Detention (WCDC)
906,2025SIR0017870,ERO Houston
906,2025SIR0017870,IAH Secure Adult Detention Center (IAH)
907,2025SIR0017931,ERO Atlanta
907,2025SIR0017931,ERO Miami
907,2025SIR0017931,Baker County Detention Center (BCDC)
908,2025SIR0017952,ERO Los Angeles
908,2025SIR0017952,ERO Adelanto
908,2025SIR0017952,Adelanto ICE Processing Center (APC)
909,2025SIR0017970,ERO Los Angeles
909,2025SIR0017970,ERO Adelanto
909,2025SIR0017970,Adelanto ICE Processing Center (APC)
910,2025SIR0017930,ERO Miami
910,2025SIR0017930,ICE Health Service Corps (IHSC)
910,2025SIR0017930,Krome Service Processing Center (KSPC)
911,2025SIR0018005,ERO San Diego
911,2025SIR0018005,Otay Mesa Detention Center (OMDC)
912,2025SIR0018033,ERO El Paso
912,2025SIR0018033,Camp East Montana (CEM)
913,2025SIR0018057,ERO El Paso
913,2025SIR0018057,ICE Health Service Corps (IHSC)
913,2025SIR0018057,Eloy Detention Center (EDC)
914,2025SIR0018042,ERO Phoenix
914,2025SIR0018042,Eloy Detention Center (EDC)
915,2025SIR0018054,ERO San Antonio
915,2025SIR0018054,ICE Health Service Corps (IHSC)
915,2025SIR0018054,South Texas ICE Processing Center (STIPC)
916,2025SIR0018097,ERO El Paso
916,2025SIR0018097,ICE Health Service Corps (IHSC)
916,2025SIR0018097,El Paso Processing Center (EPC)
917,2025SIR0018075,ERO Harlingen
917,2025SIR0018075,ICE Health Service Corps (IHSC)
917,2025SIR0018075,Port Isabel Detention Center (PIDC)
918,2025SIR0018087,ERO New Orleans
918,2025SIR0018087,Winn Correctional Center (WCC)
919,2025SIR0018146,ERO Boston
919,2025SIR0018146,Plymouth County Correctional Facility (PCCF)
920,2025SIR0018113/2025SIR0018114,ERO Los Angeles
920,2025SIR0018113/2025SIR0018114,ERO Adelanto
920,2025SIR0018113/2025SIR0018114,Adelanto ICE Processing Center (APC)
921,2025SIR0018250,ERO Los Angeles
921,2025SIR0018250,Adelanto ICE Processing Center (APC)
922,2025SIR0018181,ERO New Orleans
922,2025SIR0018181,Alexandria Staging Facility (ASF)
923,2025SIR0018191,ERO New Orleans
923,2025SIR0018191,Winn Correctional Center (WCC)
924,2025SIR0018326,ERO Dallas
924,2025SIR0018326,Bluebonnet Detention Center (BBDC)
925,2025SIR0018273,ERO Philadelphia
925,2025SIR0018273,Moshannon Valley Processing Center (MVPC)
926,2025SIR0018353,ERO San Francisco
926,2025SIR0018353,ERO Bakersfield
926,2025SIR0018353,ICE Office of the Principal Legal Advisor (OPLA)
926,2025SIR0018353,Mesa Verde ICE Processing Center (MVIPC)
926,2025SIR0018353,California City ICE Processing Center (CCIPC)
927,2025SIR0018389,ERO New Orleans
927,2025SIR0018389,Winn Correctional Center (WCC)
928,2025SIR0018414,ERO Harlingen
928,2025SIR0018414,Port Isabel Detention Center (PIDC)
929,2025SIR0013156,ERO Harlingen
929,2025SIR0013156,ICE Health Service Corps (IHSC)
929,2025SIR0013156,Port Isabel Detention Center (PIDC)
930,2025SIR0013176,ERO Miami
930,2025SIR0013176,ICE Health Service Corps (IHSC)
930,2025SIR0013176,Krome Service Processing Center (KSPC)
931,2025SIR0013187,ERO San Antonio
931,2025SIR0013187,ICE Health Service Corps (IHSC)
931,2025SIR0013187,South Texas ICE Processing Center (STIPC)
932,2025SIR0013218,ERO San Diego
932,2025SIR0013218,Otay Mesa Detention Center (OMDC)
933,2025SIR0013180,ERO Washington D.C.
933,2025SIR0013180,Caroline Detention Facility (CDF)
934,2025SIR0013290,ERO El Paso
934,2025SIR0013290,ICE Health Service Corps (IHSC)
934,2025SIR0013290,Enhanced Hardened Facility (EHF)
935,2025SIR0013231,ERO Houston
935,2025SIR0013231,ICE Health Service Corps (IHSC)
935,2025SIR0013231,Montgomery Processing Center (MPC)
936,2025SIR0013248,ERO New Orleans
936,2025SIR0013248,Adams County Detention Center (ACDC)
937,2025SIR0013282,ERO Seattle
937,2025SIR0013282,ICE Health Service Corps (IHSC)
937,2025SIR0013282,Northwest ICE Processing Center (NWPIC)
938,2025SIR0018472,ERO Harlingen
938,2025SIR0018472,ICE Health Service Corps (IHSC)
938,2025SIR0018472,Port Isabel Detention Center (PIDC)
939,2025SIR0013323,ERO Philadelphia
939,2025SIR0013323,Moshannon Valley Processing Center (MVPC)
940,2025SIR0018447,ERO San Antonio
940,2025SIR0018447,ICE Health Service Corps (IHSC)
940,2025SIR0018447,T. Don Hutto Detention Center (TDHDC)
941,2025SIR0013378,ERO Phoenix
941,2025SIR0013378,ICE Health Service Corps (IHSC)
941,2025SIR0013378,Eloy Detention Center (EDC)
942,2025SIR0018492,ERO Washington D.C.
942,2025SIR0018492,Farmville Detention Center (FDC)
943,2025SIR0013396,ERO Harlingen
943,2025SIR0013396,Webb County Detention (WCDC)
944,2025SIR0013399,ERO Phoenix
944,2025SIR0013399,Central Arizona Florence Correctional Complex (CAFCC)
945,2025SIR0013414,ERO Harlingen
945,2025SIR0013414,Port Isabel Detention Center (PIDC)
946,2025SIR0013423,ERO Miami
946,2025SIR0013423,ICE Health Service Corps (IHSC)
946,2025SIR0013423,Krome Service Processing Center (KSPC)
947,2025SIR0018531,ERO Boston
947,2025SIR0018531,ERO New Orleans
947,2025SIR0018531,Pine Prairie ICE Processing Center (PPC)
948,2025SIR0013451,ERO Atlanta
948,2025SIR0013451,Folkston ICE Processing Center (FDRIPC)
949,2025SIR0018319,ERO Atlanta
949,2025SIR0018319,Folkston ICE Processing Center (FDRIPC)
950,2025SIR0018679,ERO Dallas
950,2025SIR0018679,Prairieland Detention Center (PDC)
951,2025SIR0018721,ERO Miami
951,2025SIR0018721,Krome Service Processing Center (KSPC)
952,2025SIR0013529,ERO El Paso
952,2025SIR0013529,Cibola County Correctional Center (CCCC)
953,2025SIR0018699,ERO New York
953,2025SIR0018699,ICE Health Service Corps (IHSC)
953,2025SIR0018699,Orange County Jail (OCJ)
954,2025SIR0018661,ERO Philadelphia
954,2025SIR0018661,ERO York
954,2025SIR0018661,Moshannon Valley Processing Center (MVPC)
955,2025SIR0018756,ERO Atlanta
955,2025SIR0018756,ICE Health Service Corps (IHSC)
955,2025SIR0018756,Stewart Detention Center (SDC)
956,2025SIR0013462,ERO Dallas
956,2025SIR0013462,Bluebonnet Detention Center (BBDC)
957,2025SIR0018740,ERO Dallas
957,2025SIR0018740,ICE Health Service Corps (IHSC)
957,2025SIR0018740,Prairieland Detention Center (PDC)
958,2025SIR0013581,ERO Harlingen
958,2025SIR0013581,ICE Health Service Corps (IHSC)
958,2025SIR0013581,Port Isabel Detention Center (PIDC)
959,2025SIR0013584,ERO Los Angeles
959,2025SIR0013584,ERO Adelanto
959,2025SIR0013584,Adelanto ICE Processing Center (APC)
960,2025SIR0018732,ERO Phoenix
960,2025SIR0018732,ICE Health Service Corps (IHSC)
960,2025SIR0018732,Eloy Detention Center (EDC)
960,2025SIR0018732,Eloy Police Department (EPD)
961,2025SIR0018742,ERO Phoenix
961,2025SIR0018742,ICE Health Service Corps (IHSC)
961,2025SIR0018742,Central Arizona Florence Correctional Complex (CAFCC)
962,2025SIR0013565,ERO Washington D.C.
962,2025SIR0013565,Caroline Detention Facility (CDF)
963,2025SIR0018743,ERO San Antonio
963,2025SIR0018743,ICE Health Service Corps (IHSC)
963,2025SIR0018743,South Texas ICE Processing Center (STIPC)
964,2025SIR0018744,ERO San Antonio
964,2025SIR0018744,ICE Health Service Corps (IHSC)
964,2025SIR0018744,South Texas ICE Processing Center (STIPC)
965,2025SIR0018761,ERO Boston
965,2025SIR0018761,Strafford County Department of Corrections (SCDOC)
966,2025SIR0018828,ERO Chicago
966,2025SIR0018828,ICE Health Service Corps (IHSC)
966,2025SIR0018828,Kenton County Detention Center (KCDC)
967,2025SIR0018823,ERO El Paso
967,2025SIR0018823,ICE Health Service Corps (IHSC)
967,2025SIR0018823,El Paso Processing Center (EPC)
968,2025SIR0018807,ERO Miami
968,2025SIR0018807,Krome Service Processing Center (KSPC)
968,2025SIR0018807,ICE Health Service Corps (IHSC)
969,2025SIR0013623,ERO Detroit
969,2025SIR0013623,Calhoun County Jail (CCJ)
970,2025SIR0013658,ERO Los Angeles
970,2025SIR0013658,ERO Adelanto
970,2025SIR0013658,Adelanto ICE Processing Center (APC)
971,2025SIR0013673,ERO Phoenix
971,2025SIR0013673,Central Arizona Florence Correctional Complex (CAFCC)
972,2025SIR0018863,ERO Harlingen
972,2025SIR0018863,Port Isabel Detention Center (PIDC)
973,2025SIR0018880,ERO San Francisco
973,2025SIR0018880,California City ICE Processing Center (CCIPC)
974,2025SIR0013716,ERO Dallas
974,2025SIR0013716,Bluebonnet Detention Center (BBDC)
975,2025SIR0013725,ERO Seattle
975,2025SIR0013725,Anchorage City Jail (ACJ)
976,2025SIR0018970,ERO Harlingen
976,2025SIR0018970,Webb County Detention (WCDC)
977,2025SIR0018928,ERO Harlingen
977,2025SIR0018928,Port Isabel Detention Center (PIDC)
978,2025SIR0019060,ERO Harlingen
978,2025SIR0019060,ICE Health Service Corps (IHSC)
978,2025SIR0019060,Port Isabel Detention Center (PIDC)
979,2025SIR0019019,ERO Philadelphia
979,2025SIR0019019,ERO York
979,2025SIR0019019,Moshannon Valley Processing Center (MVPC)
980,2025SIR0019049,ERO Philadelphia
980,2025SIR0019049,ERO York
980,2025SIR0019049,Moshannon Valley Processing Center (MVPC)
981,2025SIR0019086,ERO Boston
981,2025SIR0019086,Strafford County Department of Corrections (SCDOC)
982,2025SIR0019122,ERO Phoenix
982,2025SIR0019122,ICE Health Service Corps (IHSC)
982,2025SIR0019122,Eloy Detention Center (EDC)
983,2025SIR0019124,ERO Phoenix
983,2025SIR0019124,ICE Health Service Corps (IHSC)
983,2025SIR0019124,Eloy Detention Center (EDC)
983,2025SIR0019124,EMS
984,2025SIR0019097,ERO San Antonio
984,2025SIR0019097,ICE Health Service Corps (IHSC)
984,2025SIR0019097,South Texas ICE Processing Center (STIPC)
985,2025SIR0019069,ERO Seattle
985,2025SIR0019069,Northwest ICE Processing Center (NWPIC)
986,2025SIR0019188,ERO Atlanta
986,2025SIR0019188,Folkston ICE Processing Center (FDRIPC)
987,2025SIR0019206,ERO Dallas
987,2025SIR0019206,Prairieland Detention Center (PDC)
988,2025SIR0019173,ERO El Paso
988,2025SIR0019173,Camp East Montana (CEM)
989,2025SIR0019199,ERO Miami
989,2025SIR0019199,ICE Health Service Corps (IHSC)
989,2025SIR0019199,Krome Service Processing Center (KSPC)
990,2025SIR0019210,ERO Miami
990,2025SIR0019210,Krome Service Processing Center (KSPC)
991,2025SIR0019235,ERO El Paso
991,2025SIR0019235,ICE Health Service Corps (IHSC)
991,2025SIR0019235,El Paso Processing Center (EPC)
992,2025SIR0019220,ERO Harlingen
992,2025SIR0019220,Port Isabel Detention Center (PIDC)
993,2025SIR0019225,ERO Harlingen
993,2025SIR0019225,Port Isabel Detention Center (PIDC)
994,2025SIR0019219,ERO New Orleans
994,2025SIR0019219,Winn Correctional Center (WCC)
995,2025SIR0019307,ERO Harlingen
995,2025SIR0019307,ICE Health Service Corps (IHSC)
995,2025SIR0019307,Port Isabel Detention Center (PIDC)
996,2025SIR0019306,ERO Harlingen
996,2025SIR0019306,ICE Health Service Corps (IHSC)
996,2025SIR0019306,Port Isabel Detention Center (PIDC)
997,2025SIR0019346,ERO Harlingen
997,2025SIR0019346,ICE Health Service Corps (IHSC)
997,2025SIR0019346,Port Isabel Detention Center (PIDC)
998,2025SIR0019273,ERO Philadelphia
998,2025SIR0019273,Moshannon Valley Processing Center (MVPC)
999,2025SIR0019389,ERO Harlingen
999,2025SIR0019389,ICE Health Service Corps (IHSC)
999,2025SIR0019389,Port Isabel Detention Center (PIDC)
1000,2025SIR0019390,ERO Harlingen
1000,2025SIR0019390,ICE Health Service Corps (IHSC)
1000,2025SIR0019390,Port Isabel Detention Center (PIDC)
1001,2025SIR0019392,ERO Houston
1001,2025SIR0019392,ICE Health Service Corps (IHSC)
1001,2025SIR0019392,Joe Corley Processing Center (JCPC)
1002,2025SIR0019458,ERO Harlingen
1002,2025SIR0019458,ICE Health Service Corps (IHSC)
1002,2025SIR0019458,Port Isabel Detention Center (PIDC)
1003,2025SIR0019457,ERO Harlingen
1003,2025SIR0019457,ICE Health Service Corps (IHSC)
1003,2025SIR0019457,Port Isabel Detention Center (PIDC)
1004,2025SIR0019474,ERO Philadelphia
1004,2025SIR0019474,Moshannon Valley Processing Center (MVPC)
1005,2025SIR0019535,ERO Dallas
1005,2025SIR0019535,ICE Health Service Corps (IHSC)
1005,2025SIR0019535,Eden Detention Center (EDC)
1006,2025SIR0019535,ERO Harlingen
1006,2025SIR0019535,ICE Health Service Corps (IHSC)
1006,2025SIR0019535,Port Isabel Detention Center (PIDC)
1007,2025SIR0019534,ERO Harlingen
1007,2025SIR0019534,ICE Health Service Corps (IHSC)
1007,2025SIR0019534,Port Isabel Detention Center (PIDC)
1008,2025SIR0019538,ERO New Orleans
1008,2025SIR0019538,Winn Correctional Center (WCC)
1009,2025SIR0019595,ERO New Orleans
1009,2025SIR0019595,River Correctional Center (RCC)
1010,2025SIR0019605,ERO Phoenix
1010,2025SIR0019605,ICE Health Service Corps (IHSC)
1010,2025SIR0019605,Eloy Detention Center (EDC)
1011,2025SIR0019615,ERO Phoenix
1011,2025SIR0019615,ICE Health Service Corps (IHSC)
1011,2025SIR0019615,Eloy Detention Center (EDC)
1012,2025SIR0019653,ERO El Paso
1012,2025SIR0019653,Otero County Processing Center (OCPC)
1013,2025SIR0019628,ERO Miami
1013,2025SIR0019628,Krome Service Processing Center (KSPC)
1014,2025SIR0019699,ERO El Paso
1014,2025SIR0019699,ICE Health Service Corps (IHSC)
1014,2025SIR0019699,El Paso Processing Center (EPC)
1015,2025SIR0019621,ERO Los Angeles
1015,2025SIR0019621,Adelanto ICE Processing Center (APC)
1016,2025SIRO019702,ERO San Francisco
1016,2025SIRO019702,ICE Health Service Corps (IHSC)
1016,2025SIRO019702,California City ICE Processing Center (CCIPC)
1017,2025SIR0013771,ERO San Antonio
1017,2025SIR0013771,ICE Health Service Corps (IHSC)
1017,2025SIR0013771,South Texas ICE Processing Center (STIPC)
1018,2025SIR0013769,ERO San Antonio
1018,2025SIR0013769,ICE Health Service Corps (IHSC)
1018,2025SIR0013769,South Texas ICE Processing Center (STIPC)
1019,2025SIR0013772,ERO San Antonio
1019,2025SIR0013772,ICE Health Service Corps (IHSC)
1019,2025SIR0013772,South Texas ICE Processing Center (STIPC)
1020,2025SIR0013777,ERO Seattle
1020,2025SIR0013777,ICE Health Service Corps (IHSC)
1020,2025SIR0013777,Northwest ICE Processing Center (NWPIC)
1021,2025SIR0013757,ERO Washington D.C.
1021,2025SIR0013757,Farmville Detention Center (FDC)
1022,2025SIR0013758,ERO Washington D.C.
1022,2025SIR0013758,Farmville Detention Center (FDC)
1023,2025SIR0013832,ERO Harlingen
1023,2025SIR0013832,Port Isabel Detention Center (PIDC)
1024,2025SIR0013872,ERO Los Angeles
1024,2025SIR0013872,Adelanto ICE Processing Center (APC)
1025,2025SIR0013937,ERO Harlingen
1025,2025SIR0013937,El Valle Detention Facility (EVDF)
1026,2025SIR0013910,ERO San Antonio
1026,2025SIR0013910,ICE Health Service Corps (IHSC)
1026,2025SIR0013910,South Texas ICE Processing Center (STIPC)
1027,2025SIR0013961,ERO Dallas
1027,2025SIR0013961,Prairieland Detention Center (PDC)
1027,2025SIR0013961,ICE Health Service Corps (IHSC)
1028,2025SIR0014040,ERO Atlanta
1028,2025SIR0014040,Stewart Detention Center (SDC)
1029,2025SIR0014085,ERO Chicago
1029,2025SIR0014085,Clay County Justice Center (CCJC)
1030,2025SIR0014082,ERO Salt Lake
1030,2025SIR0014082,Nevada Southern Detention Center (NSDC)
1031,2025SIR0014207,ERO San Antonio
1031,2025SIR0014207,ICE Health Service Corps (IHSC)
1031,2025SIR0014207,South Texas ICE Processing Center (STIPC)
1032,2025SIR0014253,ERO Boston
1032,2025SIR0014253,ICE Health Service Corps (IHSC)
1032,2025SIR0014253,Federal Correctional Institute Berlin (FCIB)
1032,2025SIR0014253,Strafford County Department of Corrections (SCDOC)
1033,2025SIR0014236,ERO Detroit
1033,2025SIR0014236,Northeast Ohio Correctional Center (NEOCC)
1034,2025SIR0014234,ERO El Paso
1034,2025SIR0014234,Cibola County Correctional Center (CCCC)
1035,2025SIR0014263,ERO San Antonio
1035,2025SIR0014263,T. Don Hutto Detention Center (TDHDC)
1035,2025SIR0014263,ICE Health Service Corps (IHSC)
1036,2025SIR0014366,ERO Miami
1036,2025SIR0014366,ICE Health Service Corps (IHSC)
1036,2025SIR0014366,Krome Service Processing Center (KSPC)
1037,2025SIR0014468,ERO San Antonio
1037,2025SIR0014468,T. Don Hutto Detention Center (TDHDC)
1037,2025SIR0014468,ICE Health Service Corps (IHSC)
1038,2025SIR0014473,ERO Washington D.C.
1038,2025SIR0014473,Farmville Detention Center (FDC)
1039,2025SIR0014526,ERO Atlanta
1039,2025SIR0014526,Folkston ICE Processing Center (FDRIPC)
1040,2025SIR0014559,ERO Houston
1040,2025SIR0014559,ICE Health Service Corps (IHSC)
1040,2025SIR0014559,Joe Corley Processing Center (JCPC)
1041,2025SIR0014541,ERO Seattle
1041,2025SIR0014541,ICE Health Service Corps (IHSC)
1041,2025SIR0014541,Northwest ICE Processing Center (NWPIC)
1042,2025SIR0014599,ERO El Paso
1042,2025SIR0014599,ICE Health Service Corps (IHSC)
1042,2025SIR0014599,Otero County Processing Center (OCPC)
1043,2025SIR0014600,ERO Miami
1043,2025SIR0014600,ICE Health Service Corps (IHSC)
1043,2025SIR0014600,Krome Service Processing Center (KSPC)
1044,2025SIR0014608,ERO San Antonio
1044,2025SIR0014608,Dilley Immigration Processing Center (DIPC)
1045,2025SIR0014622,ERO El Paso
1045,2025SIR0014622,ICE Health Service Corps (IHSC)
1045,2025SIR0014622,El Paso Processing Center (EPC)
1046,2025SIR0014621,ERO El Paso
1046,2025SIR0014621,ICE Health Service Corps (IHSC)
1046,2025SIR0014621,El Paso Processing Center (EPC)
1047,2025SIR0014730,ERO Detroit
1047,2025SIR0014730,Calhoun County Jail (CCJ)
1048,2025SIR0014724,ERO Detroit
1048,2025SIR0014724,Monroe County Jail (MCJ)
1049,2025SIR0014714,ERO Houston
1049,2025SIR0014714,ICE Health Service Corps (IHSC)
1049,2025SIR0014714,Montgomery Processing Center (MPC)
1050,2025SIR0014388,ERO Los Angeles
1050,2025SIR0014388,Adelanto ICE Processing Center (APC)
1050,2025SIR0014388,Anaheim Global Medical Center (AGMC)
1051,2025SIR0014427,ERO Los Angeles
1051,2025SIR0014427,ERO Adelanto
1051,2025SIR0014427,Adelanto ICE Processing Center (APC)
1052,2026SIR0001992,ERO Houston
1052,2026SIR0001992,ICE Health Service Corps (IHSC)
1052,2026SIR0001992,Houston Contract Detention Facility (HCDF)
1053,2026SIR0001935,ERO San Antonio
1053,2026SIR0001935,ICE Health Service Corps (IHSC)
1053,2026SIR0001935,South Texas ICE Processing Center (STIPC)
1054,2025SIR0014749,ERO New Orleans
1054,2025SIR0014749,Adams County Detention Center (ACDC)
1055,2026SIR0001919,ERO San Diego
1055,2026SIR0001919,Otay Mesa Detention Center (OMDC)
1056,2025SIR0014777,ERO Detroit
1056,2025SIR0014777,ICE Health Service Corps (IHSC)
1056,2025SIR0014777,Calhoun County Jail (CCJ)
1057,2026SIR0001999,ERO Dallas
1057,2026SIR0001999,Cimarron Correctional Facility (CCF)
1058,2025SIR0014786,ERO Miami
1058,2025SIR0014786,ICE Health Service Corps (IHSC)
1058,2025SIR0014786,Krome Service Processing Center (KSPC)
1059,2026SIR0002007,ERO Miami
